Opcode, Cycles
VADDSUBPS, 3
VAESDEC, 5
VAESDEC_EVEX, 5
VAESDECLAST, 5
VAESDECLAST_EVEX, 5
VAESENC, 5
VAESENC_EVEX, 5
VAESENCLAST, 5
VAESENCLAST_EVEX, 5
VAESIMC, 8
VAESKEYGENASSIST, 7
VALIGND, 1
VALIGND_Z, 1
VALIGNQ, 1
VALIGNQ_Z, 1
VANDNPD, 1
VANDNPD_EVEX, 1
VANDNPD_Z, 1
VANDNPS, 1
VANDNPS_EVEX, 1
VANDNPS_Z, 1
VANDPD, 1
VANDPD_EVEX, 1
VANDPD_Z, 1
VANDPS, 1
VANDPS_EVEX, 1
VANDPS_Z, 1
VBCSTNEBF162PS, 0
VBCSTNESH2PS, 0
VBLENDMPD, 0
VBLENDMPD_Z, 1
VBLENDMPS, 0
VBLENDMPS_Z, 1
VBLENDPD, 1
VBLENDPS, 1
VBLENDVPD, 2
VBLENDVPS, 2
VBROADCASTF128, 5
VBROADCASTF32X2, 1
VBROADCASTF32X2_Z, 1
VBROADCASTF32X4, 1
VBROADCASTF32X4_Z, 1
VBROADCASTF32X8, 1
VBROADCASTF32X8_Z, 1
VBROADCASTF64X2, 1
VBROADCASTF64X2_Z, 1
VBROADCASTF64X4, 1
VBROADCASTF64X4_Z, 1
VBROADCASTI128, 5
VBROADCASTI32X2, 1
VBROADCASTI32X2_Z, 1
VBROADCASTI32X4, 1
VBROADCASTI32X4_Z, 1
VBROADCASTI32X8, 1
VBROADCASTI32X8_Z, 1
VBROADCASTI64X2, 1
VBROADCASTI64X2_Z, 1
VBROADCASTI64X4, 1
VBROADCASTI64X4_Z, 1
VBROADCASTSD, 1
VBROADCASTSD_EVEX, 3
VBROADCASTSD_Z, 1
VBROADCASTSS, 1
VBROADCASTSS_EVEX, 1
VBROADCASTSS_Z, 1
VCMPPD, 3
VCMPPD_EVEX, 3
VCMPPD_SAE, 3
VCMPPH, 3
VCMPPH_SAE, 3
VCMPPS, 3
VCMPPS_EVEX, 3
VCMPPS_SAE, 3
VCMPSD, 3
VCMPSD_EVEX, 3
VCMPSD_EVEX_SAE, 3
VCMPSD_SAE, 3
VCMPSH, 3
VCMPSH_SAE, 3
VCMPSS, 3
VCMPSS_EVEX, 3
VCMPSS_EVEX_SAE, 3
VCMPSS_SAE, 3
VCOMISD, 3
VCOMISD_EVEX, 3
VCOMISD_EVEX_SAE, 3
VCOMISH, 4
VCOMISH_SAE, 4
VCOMISS, 3
VCOMISS_EVEX, 3
VCOMISS_EVEX_SAE, 3
VCOMPRESSPD, 3
VCOMPRESSPD_Z, 3
VCOMPRESSPS, 3
VCOMPRESSPS_Z, 3
VCVTDQ2PD, 4
VCVTDQ2PD_EVEX, 5
VCVTDQ2PD_Z, 4
VCVTDQ2PH, 3
VCVTDQ2PH_ER, 5
VCVTDQ2PH_ER_Z, 13
VCVTDQ2PH_Z, 11
VCVTDQ2PS, 4
VCVTDQ2PS_ER, 4
VCVTDQ2PS_ER_Z, 4
VCVTDQ2PS_EVEX, 4
VCVTDQ2PS_Z, 4
VCVTNE2PS2BF16, 5
VCVTNE2PS2BF16_Z, 5
VCVTNEEBF162PS, 0
VCVTNEEPH2PS, 0
VCVTNEOBF162PS, 0
VCVTNEOPH2PS, 0
VCVTNEPS2BF16, 5
VCVTNEPS2BF16_EVEX, 8
VCVTNEPS2BF16_VEX, 0
VCVTNEPS2BF16_Z, 5
VCVTPD2DQ, 1
VCVTPD2DQ_ER, 3
VCVTPD2DQ_ER_Z, 7
VCVTPD2DQ_EVEX, 5
VCVTPD2DQ_Z, 5
VCVTPD2PH, 4
VCVTPD2PH_ER, 6
VCVTPD2PH_ER_Z, 18
VCVTPD2PH_Z, 15
VCVTPD2PS, 1
VCVTPD2PS_ER, 3
VCVTPD2PS_ER_Z, 7
VCVTPD2PS_EVEX, 5
VCVTPD2PS_Z, 5
VCVTPD2QQ, 4
VCVTPD2QQ_ER, 4
VCVTPD2QQ_ER_Z, 4
VCVTPD2QQ_Z, 4
VCVTPD2UDQ, 1
VCVTPD2UDQ_ER, 3
VCVTPD2UDQ_ER_Z, 7
VCVTPD2UDQ_Z, 5
VCVTPD2UQQ, 4
VCVTPD2UQQ_ER, 4
VCVTPD2UQQ_ER_Z, 4
VCVTPD2UQQ_Z, 4
VCVTPH2DQ, 7
VCVTPH2DQ_ER, 7
VCVTPH2DQ_ER_Z, 7
VCVTPH2DQ_Z, 7
VCVTPH2PD, 4
VCVTPH2PD_SAE, 4
VCVTPH2PD_SAE_Z, 15
VCVTPH2PD_Z, 15
VCVTPH2PS, 6
VCVTPH2PS_EVEX, 6
VCVTPH2PS_SAE, 7
VCVTPH2PS_SAE_Z, 7
VCVTPH2PS_Z, 7
VCVTPH2PSX, 6
VCVTPH2PSX_SAE, 7
VCVTPH2PSX_SAE_Z, 10
VCVTPH2PSX_Z, 8
VCVTPH2QQ, 2
VCVTPH2QQ_ER, 2
VCVTPH2QQ_ER_Z, 7
VCVTPH2QQ_Z, 7
VCVTPH2UDQ, 7
VCVTPH2UDQ_ER, 7
VCVTPH2UDQ_ER_Z, 7
VCVTPH2UDQ_Z, 7
VCVTPH2UQQ, 2
VCVTPH2UQQ_ER, 2
VCVTPH2UQQ_ER_Z, 7
VCVTPH2UQQ_Z, 7
VCVTPH2UW, 4
VCVTPH2UW_ER, 4
VCVTPH2UW_ER_Z, 5
VCVTPH2UW_Z, 5
VCVTPH2W, 4
VCVTPH2W_ER, 4
VCVTPH2W_ER_Z, 5
VCVTPH2W_Z, 5
VCVTPS2DQ, 4
VCVTPS2DQ_ER, 4
VCVTPS2DQ_ER_Z, 4
VCVTPS2DQ_EVEX, 4
VCVTPS2DQ_Z, 4
VCVTPS2PD, 4
VCVTPS2PD_EVEX, 5
VCVTPS2PD_SAE, 4
VCVTPS2PD_SAE_Z, 4
VCVTPS2PD_Z, 4
VCVTPS2PH, 4
VCVTPS2PH_EVEX, 6
VCVTPS2PH_SAE, 6
VCVTPS2PH_SAE_Z, 10
VCVTPS2PH_Z, 8
VCVTPS2PHX, 4
VCVTPS2PHX_ER, 6
VCVTPS2PHX_ER_Z, 10
VCVTPS2PHX_Z, 8
VCVTPS2QQ, 4
VCVTPS2QQ_ER, 4
VCVTPS2QQ_ER_Z, 4
VCVTPS2QQ_Z, 4
VCVTPS2UDQ, 4
VCVTPS2UDQ_ER, 4
VCVTPS2UDQ_ER_Z, 4
VCVTPS2UDQ_Z, 4
VCVTPS2UQQ, 4
VCVTPS2UQQ_ER, 4
VCVTPS2UQQ_ER_Z, 4
VCVTPS2UQQ_Z, 4
VCVTQQ2PD, 4
VCVTQQ2PD_ER, 4
VCVTQQ2PD_ER_Z, 4
VCVTQQ2PD_Z, 4
VCVTQQ2PH, 3
VCVTQQ2PH_ER, 5
VCVTQQ2PH_ER_Z, 12
VCVTQQ2PH_Z, 10
VCVTQQ2PS, 1
VCVTQQ2PS_ER, 3
VCVTQQ2PS_ER_Z, 7
VCVTQQ2PS_Z, 5
VCVTSD2SH, 2
VCVTSD2SH_ER, 2
VCVTSD2SH_ER_Z, 4
VCVTSD2SH_Z, 4
VCVTSD2SI, 7
VCVTSD2SI_EVEX, 7
VCVTSD2SI_EVEX_ER, 7
VCVTSD2SS, 1
VCVTSD2SS_ER, 1
VCVTSD2SS_ER_Z, 1
VCVTSD2SS_EVEX, 1
VCVTSD2SS_EVEX_ER, 1
VCVTSD2SS_Z, 1
VCVTSD2USI, 7
VCVTSD2USI_ER, 7
VCVTSH2SD, 4
VCVTSH2SD_SAE, 4
VCVTSH2SD_SAE_Z, 4
VCVTSH2SD_Z, 4
VCVTSH2SI, 8
VCVTSH2SI_ER, 8
VCVTSH2SS, 5
VCVTSH2SS_SAE, 5
VCVTSH2SS_SAE_Z, 7
VCVTSH2SS_Z, 7
VCVTSH2USI, 8
VCVTSH2USI_ER, 8
VCVTSI2SD, 4
VCVTSI2SD_EVEX, 4
VCVTSI2SD_EVEX_ER, 4
VCVTSI2SH, 2
VCVTSI2SH_ER, 2
VCVTSI2SS, 1
VCVTSI2SS_EVEX, 1
VCVTSI2SS_EVEX_ER, 2
VCVTSS2SD, 4
VCVTSS2SD_EVEX, 4
VCVTSS2SD_EVEX_SAE, 4
VCVTSS2SD_SAE, 4
VCVTSS2SD_SAE_Z, 4
VCVTSS2SD_Z, 4
VCVTSS2SH, 2
VCVTSS2SH_ER, 2
VCVTSS2SH_ER_Z, 4
VCVTSS2SH_Z, 4
VCVTSS2SI, 8
VCVTSS2SI_EVEX, 8
VCVTSS2SI_EVEX_ER, 8
VCVTSS2USI, 8
VCVTSS2USI_ER, 8
VCVTTPD2DQ, 1
VCVTTPD2DQ_EVEX, 5
VCVTTPD2DQ_SAE, 3
VCVTTPD2DQ_SAE_Z, 7
VCVTTPD2DQ_Z, 5
VCVTTPD2QQ, 4
VCVTTPD2QQ_SAE, 4
VCVTTPD2QQ_SAE_Z, 4
VCVTTPD2QQ_Z, 4
VCVTTPD2UDQ, 1
VCVTTPD2UDQ_SAE, 3
VCVTTPD2UDQ_SAE_Z, 7
VCVTTPD2UDQ_Z, 5
VCVTTPD2UQQ, 4
VCVTTPD2UQQ_SAE, 4
VCVTTPD2UQQ_SAE_Z, 4
VCVTTPD2UQQ_Z, 4
VCVTTPH2DQ, 7
VCVTTPH2DQ_SAE, 7
VCVTTPH2DQ_SAE_Z, 7
VCVTTPH2DQ_Z, 7
VCVTTPH2QQ, 2
VCVTTPH2QQ_SAE, 2
VCVTTPH2QQ_SAE_Z, 7
VCVTTPH2QQ_Z, 7
VCVTTPH2UDQ, 7
VCVTTPH2UDQ_SAE, 7
VCVTTPH2UDQ_SAE_Z, 7
VCVTTPH2UDQ_Z, 7
VCVTTPH2UQQ, 2
VCVTTPH2UQQ_SAE, 2
VCVTTPH2UQQ_SAE_Z, 7
VCVTTPH2UQQ_Z, 7
VCVTTPH2UW, 4
VCVTTPH2UW_SAE, 4
VCVTTPH2UW_SAE_Z, 5
VCVTTPH2UW_Z, 5
VCVTTPH2W, 4
VCVTTPH2W_SAE, 4
VCVTTPH2W_SAE_Z, 5
VCVTTPH2W_Z, 5
VCVTTPS2DQ, 4
VCVTTPS2DQ_EVEX, 4
VCVTTPS2DQ_SAE, 4
VCVTTPS2DQ_SAE_Z, 4
VCVTTPS2DQ_Z, 4
VCVTTPS2QQ, 4
VCVTTPS2QQ_SAE, 4
VCVTTPS2QQ_SAE_Z, 4
VCVTTPS2QQ_Z, 4
VCVTTPS2UDQ, 4
VCVTTPS2UDQ_SAE, 4
VCVTTPS2UDQ_SAE_Z, 4
VCVTTPS2UDQ_Z, 4
VCVTTPS2UQQ, 4
VCVTTPS2UQQ_SAE, 4
VCVTTPS2UQQ_SAE_Z, 4
VCVTTPS2UQQ_Z, 4
VCVTTSD2SI, 7
VCVTTSD2SI_EVEX, 7
VCVTTSD2SI_EVEX_SAE, 7
VCVTTSD2USI, 7
VCVTTSD2USI_SAE, 7
VCVTTSH2SI, 8
VCVTTSH2SI_SAE, 8
VCVTTSH2USI, 8
VCVTTSH2USI_SAE, 8
VCVTTSS2SI, 8
VCVTTSS2SI_EVEX, 8
VCVTTSS2SI_EVEX_SAE, 8
VCVTTSS2USI, 8
VCVTTSS2USI_SAE, 8
VCVTUDQ2PD, 4
VCVTUDQ2PD_Z, 4
VCVTUDQ2PH, 3
VCVTUDQ2PH_ER, 5
VCVTUDQ2PH_ER_Z, 13
VCVTUDQ2PH_Z, 11
VCVTUDQ2PS, 4
VCVTUDQ2PS_ER, 4
VCVTUDQ2PS_ER_Z, 4
VCVTUDQ2PS_Z, 4
VCVTUQQ2PD, 4
VCVTUQQ2PD_ER, 4
VCVTUQQ2PD_ER_Z, 4
VCVTUQQ2PD_Z, 4
VCVTUQQ2PH, 3
VCVTUQQ2PH_ER, 5
VCVTUQQ2PH_ER_Z, 12
VCVTUQQ2PH_Z, 10
VCVTUQQ2PS, 1
VCVTUQQ2PS_ER, 3
VCVTUQQ2PS_ER_Z, 7
VCVTUQQ2PS_Z, 5
VCVTUSI2SD, 4
VCVTUSI2SD_ER, 4
VCVTUSI2SH, 2
VCVTUSI2SH_ER, 2
VCVTUSI2SS, 1
VCVTUSI2SS_ER, 1
VCVTUW2PH, 4
VCVTUW2PH_ER, 4
VCVTUW2PH_ER_Z, 5
VCVTUW2PH_Z, 5
VCVTW2PH, 4
VCVTW2PH_ER, 4
VCVTW2PH_ER_Z, 5
VCVTW2PH_Z, 5
VDBPSADBW, 3
VDBPSADBW_Z, 5
VDIVPD, 13
VDIVPD_ER, 22
VDIVPD_ER_Z, 22
VDIVPD_EVEX, 13
VDIVPD_Z, 13
VDIVPH, 31
VDIVPH_ER, 41
VDIVPH_ER_Z, 43
VDIVPH_Z, 33
VDIVPS, 11
VDIVPS_ER, 17
VDIVPS_ER_Z, 17
VDIVPS_EVEX, 11
VDIVPS_Z, 11
VDIVSD, 13
VDIVSD_ER, 13
VDIVSD_ER_Z, 13
VDIVSD_EVEX, 13
VDIVSD_EVEX_ER, 13
VDIVSD_Z, 13
VDIVSH, 14
VDIVSH_ER, 14
VDIVSH_ER_Z, 14
VDIVSH_Z, 14
VDIVSS, 11
VDIVSS_ER, 11
VDIVSS_ER_Z, 11
VDIVSS_EVEX, 11
VDIVSS_EVEX_ER, 11
VDIVSS_Z, 11
VDPBF16PS, 8
VDPBF16PS_Z, 8
VDPPD, 9
VDPPS, 14
VERR, 74
VERW, 74
VEXP2PD, 0
VEXP2PD_SAE, 0
VEXP2PD_SAE_Z, 0
VEXP2PD_Z, 0
VEXP2PS, 0
VEXP2PS_SAE, 0
VEXP2PS_SAE_Z, 0
VEXP2PS_Z, 0
VEXPANDPD, 3
VEXPANDPD_Z, 3
VEXPANDPS, 3
VEXPANDPS_Z, 3
VEXTRACTF128, 3
VEXTRACTF32X4, 3
VEXTRACTF32X4_Z, 3
VEXTRACTF32X8, 3
VEXTRACTF32X8_Z, 3
VEXTRACTF64X2, 3
VEXTRACTF64X2_Z, 3
VEXTRACTF64X4, 3
VEXTRACTF64X4_Z, 3
VEXTRACTI128, 3
VEXTRACTI32X4, 3
VEXTRACTI32X4_Z, 3
VEXTRACTI32X8, 3
VEXTRACTI32X8_Z, 3
VEXTRACTI64X2, 3
VEXTRACTI64X2_Z, 3
VEXTRACTI64X4, 3
VEXTRACTI64X4_Z, 3
VEXTRACTPS, 4
VEXTRACTPS_EVEX, 4
VFCMADDCPH, 8
VFCMADDCPH_ER, 8
VFCMADDCPH_ER_Z, 13
VFCMADDCPH_Z, 13
VFCMADDCSH, 8
VFCMADDCSH_ER, 8
VFCMADDCSH_ER_Z, 13
VFCMADDCSH_Z, 13
VFCMULCPH, 9
VFCMULCPH_ER, 9
VFCMULCPH_ER_Z, 14
VFCMULCPH_Z, 14
VFCMULCSH, 9
VFCMULCSH_ER, 9
VFCMULCSH_ER_Z, 14
VFCMULCSH_Z, 14
VFIXUPIMMPD, 4
VFIXUPIMMPD_SAE, 4
VFIXUPIMMPD_SAE_Z, 4
VFIXUPIMMPD_Z, 4
VFIXUPIMMPS, 4
VFIXUPIMMPS_SAE, 4
VFIXUPIMMPS_SAE_Z, 4
VFIXUPIMMPS_Z, 4
VFIXUPIMMSD, 4
VFIXUPIMMSD_SAE, 4
VFIXUPIMMSD_SAE_Z, 4
VFIXUPIMMSD_Z, 4
VFIXUPIMMSS, 4
VFIXUPIMMSS_SAE, 4
VFIXUPIMMSS_SAE_Z, 4
VFIXUPIMMSS_Z, 4
VFMADD132PD, 4
VFMADD132PD_ER, 4
VFMADD132PD_ER_Z, 4
VFMADD132PD_EVEX, 4
VFMADD132PD_Z, 4
VFMADD132PH, 4
VFMADD132PH_ER, 4
VFMADD132PH_ER_Z, 4
VFMADD132PH_Z, 4
VFMADD132PS, 4
VFMADD132PS_ER, 4
VFMADD132PS_ER_Z, 4
VFMADD132PS_EVEX, 4
VFMADD132PS_Z, 4
VFMADD132SD, 4
VFMADD132SD_ER, 4
VFMADD132SD_ER_Z, 4
VFMADD132SD_EVEX, 4
VFMADD132SD_EVEX_ER, 4
VFMADD132SD_Z, 4
VFMADD132SH, 4
VFMADD132SH_ER, 4
VFMADD132SH_ER_Z, 4
VFMADD132SH_Z, 4
VFMADD132SS, 4
VFMADD132SS_ER, 4
VFMADD132SS_ER_Z, 4
VFMADD132SS_EVEX, 4
VFMADD132SS_EVEX_ER, 4
VFMADD132SS_Z, 4
VFMADD213PD, 4
VFMADD213PD_ER, 4
VFMADD213PD_ER_Z, 4
VFMADD213PD_EVEX, 4
VFMADD213PD_Z, 4
VFMADD213PH, 4
VFMADD213PH_ER, 4
VFMADD213PH_ER_Z, 4
VFMADD213PH_Z, 4
VFMADD213PS, 4
VFMADD213PS_ER, 4
VFMADD213PS_ER_Z, 4
VFMADD213PS_EVEX, 4
VFMADD213PS_Z, 4
VFMADD213SD, 4
VFMADD213SD_ER, 4
VFMADD213SD_ER_Z, 4
VFMADD213SD_EVEX, 4
VFMADD213SD_EVEX_ER, 4
VFMADD213SD_Z, 4
VFMADD213SH, 4
VFMADD213SH_ER, 4
VFMADD213SH_ER_Z, 4
VFMADD213SH_Z, 4
VFMADD213SS, 4
VFMADD213SS_ER, 4
VFMADD213SS_ER_Z, 4
VFMADD213SS_EVEX, 4
VFMADD213SS_EVEX_ER, 4
VFMADD213SS_Z, 4
VFMADD231PD, 4
VFMADD231PD_ER, 4
VFMADD231PD_ER_Z, 4
VFMADD231PD_EVEX, 4
VFMADD231PD_Z, 4
VFMADD231PH, 4
VFMADD231PH_ER, 4
VFMADD231PH_ER_Z, 4
VFMADD231PH_Z, 4
VFMADD231PS, 4
VFMADD231PS_ER, 4
VFMADD231PS_ER_Z, 4
VFMADD231PS_EVEX, 4
VFMADD231PS_Z, 4
VFMADD231SD, 4
VFMADD231SD_ER, 4
VFMADD231SD_ER_Z, 4
VFMADD231SD_EVEX, 4
VFMADD231SD_EVEX_ER, 4
VFMADD231SD_Z, 4
VFMADD231SH, 4
VFMADD231SH_ER, 4
VFMADD231SH_ER_Z, 4
VFMADD231SH_Z, 4
VFMADD231SS, 4
VFMADD231SS_ER, 4
VFMADD231SS_ER_Z, 4
VFMADD231SS_EVEX, 4
VFMADD231SS_EVEX_ER, 4
VFMADD231SS_Z, 4
VFMADDCPH, 8
VFMADDCPH_ER, 8
VFMADDCPH_ER_Z, 13
VFMADDCPH_Z, 13
VFMADDCSH, 8
VFMADDCSH_ER, 8
VFMADDCSH_ER_Z, 13
VFMADDCSH_Z, 13
VFMADDPD, 0
VFMADDPS, 0
VFMADDSD, 0
VFMADDSS, 0
VFMADDSUB132PD, 4
VFMADDSUB132PD_ER, 4
VFMADDSUB132PD_ER_Z, 4
VFMADDSUB132PD_EVEX, 4
VFMADDSUB132PD_Z, 4
VFMADDSUB132PH, 4
VFMADDSUB132PH_ER, 4
VFMADDSUB132PH_ER_Z, 4
VFMADDSUB132PH_Z, 4
VFMADDSUB132PS, 4
VFMADDSUB132PS_ER, 4
VFMADDSUB132PS_ER_Z, 4
VFMADDSUB132PS_EVEX, 4
VFMADDSUB132PS_Z, 4
VFMADDSUB213PD, 4
VFMADDSUB213PD_ER, 4
VFMADDSUB213PD_ER_Z, 4
VFMADDSUB213PD_EVEX, 4
VFMADDSUB213PD_Z, 4
VFMADDSUB213PH, 4
VFMADDSUB213PH_ER, 4
VFMADDSUB213PH_ER_Z, 4
VFMADDSUB213PH_Z, 4
VFMADDSUB213PS, 4
VFMADDSUB213PS_ER, 4
VFMADDSUB213PS_ER_Z, 4
VFMADDSUB213PS_EVEX, 4
VFMADDSUB213PS_Z, 4
VFMADDSUB231PD, 4
VFMADDSUB231PD_ER, 4
VFMADDSUB231PD_ER_Z, 4
VFMADDSUB231PD_EVEX, 4
VFMADDSUB231PD_Z, 4
VFMADDSUB231PH, 4
VFMADDSUB231PH_ER, 4
VFMADDSUB231PH_ER_Z, 4
VFMADDSUB231PH_Z, 4
VFMADDSUB231PS, 4
VFMADDSUB231PS_ER, 4
VFMADDSUB231PS_ER_Z, 4
VFMADDSUB231PS_EVEX, 4
VFMADDSUB231PS_Z, 4
VFMADDSUBPD, 0
VFMADDSUBPS, 0
VFMSUB132PD, 4
VFMSUB132PD_ER, 4
VFMSUB132PD_ER_Z, 4
VFMSUB132PD_EVEX, 4
VFMSUB132PD_Z, 4
VFMSUB132PH, 4
VFMSUB132PH_ER, 4
VFMSUB132PH_ER_Z, 4
VFMSUB132PH_Z, 4
VFMSUB132PS, 4
VFMSUB132PS_ER, 4
VFMSUB132PS_ER_Z, 4
VFMSUB132PS_EVEX, 4
VFMSUB132PS_Z, 4
VFMSUB132SD, 4
VFMSUB132SD_ER, 4
VFMSUB132SD_ER_Z, 4
VFMSUB132SD_EVEX, 4
VFMSUB132SD_EVEX_ER, 4
VFMSUB132SD_Z, 4
VFMSUB132SH, 4
VFMSUB132SH_ER, 4
VFMSUB132SH_ER_Z, 4
VFMSUB132SH_Z, 4
VFMSUB132SS, 4
VFMSUB132SS_ER, 4
VFMSUB132SS_ER_Z, 4
VFMSUB132SS_EVEX, 4
VFMSUB132SS_EVEX_ER, 4
VFMSUB132SS_Z, 4
VFMSUB213PD, 4
VFMSUB213PD_ER, 4
VFMSUB213PD_ER_Z, 4
VFMSUB213PD_EVEX, 4
VFMSUB213PD_Z, 4
VFMSUB213PH, 4
VFMSUB213PH_ER, 4
VFMSUB213PH_ER_Z, 4
VFMSUB213PH_Z, 4
VFMSUB213PS, 4
VFMSUB213PS_ER, 4
VFMSUB213PS_ER_Z, 4
VFMSUB213PS_EVEX, 4
VFMSUB213PS_Z, 4
VFMSUB213SD, 4
VFMSUB213SD_ER, 4
VFMSUB213SD_ER_Z, 4
VFMSUB213SD_EVEX, 4
